GEOID20,parcels,sale.date_mean,sale.price.real_mean,year.built_mean,total.rooms_mean,beds_mean,baths.full_mean,baths.half_mean,plumbing_mean,landval_mean,impval_mean,totval_mean,stories_mean,footprint.m2_mean,home.size.m2_mean,lot.size.m2_mean,outdoor.m2_mean,year.built_sd,total.rooms_sd,beds_sd,baths.full_sd,baths.half_sd,plumbing_sd,landval_sd,impval_sd,totval_sd,stories_sd,footprint.m2_sd,home.size.m2_sd,lot.size.m2_sd,outdoor.m2_sd
320030033193,318,2010-03-09,171362.0098002809,1997.1352201257862,5.90566037735849,3.29874213836478,2.220125786163522,0.10377358490566038,11.015723270440251,25136.27358490566,52754.86163522013,77891.13522012578,1.1037735849056605,195.16712452830188,160.22649968553458,604.7383292160001,409.5712046876982,0.7766008897291194,0.5362853050910863,0.5577656441008728,0.41498430272678066,0.3054472425397233,1.9037745867414013,1507.8394608650094,8116.541100629507,8759.679043784201,0.3054472425397233,35.09188188209046,24.590801363181278,178.03081061641126,163.6944046216962
320030033201,1143,2011-11-30,255271.74042948228,2002.9588801399825,NA,NA,NA,NA,7.636920384951881,23372.630796150483,52459.962379702534,75871.95100612423,1.2939632545931758,145.9516706911636,144.68463823272091,332.6918995496761,186.74022885851252,5.5893527884901335,NA,NA,NA,NA,4.815539822555994,1761.3485942806465,14919.267448415741,16546.125344851735,0.45577472626334997,33.01067526855857,32.752630739079414,220.70337080626066,198.03576864661258
320030033202,586,2012-01-10,357809.2110543309,2001.9129692832764,NA,NA,NA,NA,14.440273037542662,50646.70819112628,109556.58703071672,160243.9590443686,NA,NA,NA,1886.869190672479,NA,10.847549759446611,NA,NA,NA,NA,3.941106954636878,40396.70480703641,49444.45612815103,65236.53624361878,NA,NA,NA,2960.1608993281357,NA
320030033211,558,2010-10-14,356257.1445386031,2002.483870967742,8.096774193548388,4.007168458781362,3.0483870967741935,0.460573476702509,15.731182795698924,49745.5376344086,125416.43010752689,175363.48387096773,1.2634408602150538,NA,NA,1386.4970214603686,NA,6.579899051179718,1.475578694590323,0.7314078872988767,0.9084616669600875,0.4988903602390177,3.629046350429193,5632.994807416073,30324.881377948837,33432.361175445694,0.4408947031039401,NA,NA,397.8381581542693,NA
320030033212,280,2012-07-19,471901.4332415341,2003.8107142857143,8.792857142857143,4.214285714285714,3.539285714285714,0.8928571428571429,18.614285714285714,60037.88214285715,169957.88928571428,230112.2142857143,1.2214285714285715,388.4036192857143,353.3779967857143,1874.41883353697,1486.0152142512557,3.720989509368099,1.2951324841736076,0.7923081320668575,0.6151255288822292,0.3098485830098972,2.664207775718069,9817.487957887406,44777.5450610036,49109.87614472605,0.4159517676556658,67.15496583986359,59.88181182826489,1034.77517389083,1057.4675286519198
320030033221,680,2012-04-28,404863.48078031593,2004.0102941176472,NA,NA,NA,NA,15.263235294117647,55379.90294117647,142657.90294117646,198051.3205882353,NA,NA,NA,2247.528429935569,NA,7.856305961430721,NA,NA,NA,NA,3.5260196056920203,23833.249308235412,47129.5991970712,51590.914247726,NA,NA,NA,2419.56563932183,NA
320030033222,545,2013-06-04,410544.53615665017,2006.4715596330275,7.792660550458716,3.9743119266055045,3.0844036697247708,0.5247706422018349,15.78348623853211,52749.27155963303,144255.8110091743,197015.01834862385,1.151376146788991,NA,NA,1842.111352431947,NA,8.526969452332674,1.5021863002031668,0.6747008691390974,0.7252249032407988,0.5035090036767904,3.169956443424895,34090.52558699328,52047.45693742928,69717.45541653837,0.3581033264920675,NA,NA,2444.485606435817,NA
320030033231,657,2013-05-28,275917.93168690393,2004.37899543379,6.508371385083714,3.319634703196347,2.2922374429223744,0.619482496194825,12.71841704718417,33022.6605783866,89684.5098934551,122784.88127853881,1.4627092846270928,215.15668280060882,211.72631141552512,759.606706608937,544.4500238083281,4.927002214184268,1.5579281687343727,0.6306170907415337,0.5351806324864282,0.4858840071117079,2.4886655112782883,10940.540399667263,29500.914850329315,37618.05598838993,0.49822302754169306,84.0901614107149,60.663113044024115,811.3529473447126,786.2617495579075
320030034081,920,2011-12-17,297905.8213505877,1999.6369565217392,6.354347826086957,3.4771739130434782,2.0554347826086956,0.6652173913043479,11.134782608695652,25731.829347826086,61840.24673913044,87604.78260869565,1.8684782608695651,143.284315,194.69951706521738,478.2772696447524,334.9929546447524,7.463421389998018,1.7911894786171152,0.854814599892422,0.7288347058052616,0.472171097935383,2.2482702712874367,8425.870477125074,29800.966288694803,36159.89167928146,0.3381539037760385,67.68086764501645,80.29154240629354,412.08390016094444,367.32502753690426
320030034082,414,2010-05-22,177116.73934086823,1994.6497584541062,6.8768115942028984,3.635265700483092,2.1473429951690823,0.20048309178743962,10.951690821256038,25795.089371980677,52420.72463768116,78215.80676328503,1.2608695652173914,188.65723599033817,175.85947560386472,568.6131532692027,379.9559172788646,1.7047256465167746,1.3819288475605285,0.8856197413826928,0.3811924621598283,0.4008462699825716,1.9957787270691107,6068.731654367303,16565.575063750643,22050.52819397466,0.43964019780575914,51.52091784052103,62.186736178088296,261.0232452132764,218.86994364444092
