GEOID20,parcels,sale.date_mean,sale.price.real_mean,year.built_mean,stories_mean,landval_mean,impval_mean,totval_mean,building.size.m2_mean,building.height.m_mean,lot.size.m2_mean,outdoor.m2_mean,year.built_sd,stories_sd,landval_sd,impval_sd,totval_sd,building.size.m2_sd,building.height.m_sd,lot.size.m2_sd,outdoor.m2_sd
320030058082,1,NA,NaN,1989,1,297413,956638,1254064,0,NA,12504.79705265522,12504.79705265522,NA,NA,NA,NA,NA,NA,NA,NA,NA
320030058083,4,2010-06-02,14889798.574007656,2000,1.25,467920.25,1285674.5,1753609,3397.2368749999996,NA,10086.798458339572,7765.459708339572,2.449489742783178,0.5,80054.69587049012,722636.311518918,789514.3055233388,3835.775573733925,NA,2797.972842265234,2127.6362487798847
320030058091,46,2010-01-16,20416322.60550942,1993.4782608695652,1.326086956521739,895956.6304347826,1603069.5,2499318.5217391304,2250.7125347826086,NA,25188.184516585687,23877.800396295832,6.649107309957005,0.5599344337047948,1418906.4896472974,2615310.920689051,3943592.2951913592,5939.509230042986,NA,41139.16549247451,40284.40699504232
320030058092,3,2019-06-01,147413742.79175538,1993.6666666666667,1.3333333333333333,4042500,5686986,9735758,12140.481666666665,NA,57101.193210620884,50989.24027728755,15.01110699893027,0.5773502691896257,0,0,0,20811.564860298517,NA,0,10370.225614568262
320030058131,24,2012-09-08,5760935.032986906,2000.7916666666667,1.2083333333333333,919858.125,1997487.5416666667,2917345.625,2517.6248375,NA,15381.4405213265,13730.3114025765,2.063748524170155,0.4148511169990534,1622817.0173741311,3685691.9475451573,5306422.072564508,7593.052860417017,NA,24904.724379868097,23521.388729844275
320030058132,47,2010-02-17,2387052.7405184167,2002.5319148936171,1.2553191489361701,438433.2340425532,958269.8936170213,1396702.9361702127,1607.9349425531914,NA,7540.075144023017,6563.869096150677,3.6763111463494704,0.6746362983564771,702208.6285880959,1649649.2361376893,2292312.849304837,3734.1064782032777,NA,11782.610258534818,11012.536005437523
320030058221,11,2010-04-04,13213881.108400496,2006.4545454545455,1,1944902,2412107.6363636362,4357240.909090909,839.2332636363636,NA,27235.368293826043,26396.13503018968,1.2135597524338357,0,1486870.5209400044,1862182.3713372047,3349085.0925542475,1448.8902256713716,NA,20054.95814334149,19496.0181338619
320030058222,9,2013-05-16,166.08336798111304,2006.888888888889,1,699377.7777777778,1055395.2222222222,1754843.6666666667,94.53091111111111,NA,47064.98178070307,46970.45086959196,6.091888960832355,0,1428674.817460028,2207173.0174145717,3500476.521069096,202.40777702188498,NA,40950.53377393462,40844.44754477154
320030058223,2,NA,NaN,2000,1,1629600,2018429,3648188,0,NA,29946.764385938644,29946.764385938644,5.656854249492381,0,2304602.421243196,2854489.666487164,5159316.9476867765,0,NA,40920.33926952973,40920.33926952973
320030058242,4,2011-01-01,80.82871764650588,2003.75,1,0,0,0,14.9569,NA,7405.754003823847,7390.797103823847,1.5,0,0,0,0,29.9138,NA,12006.609624173312,11976.698133334692
320030058243,1,NA,NaN,2004,1,0,0,0,120.2126,3.048,5220.4492456245425,5100.236645624543,NA,NA,NA,NA,NA,NA,NA,NA,NA
320030058251,4,NA,NaN,1996.75,1,844200,1991709,2835909,73.367775,NA,1446.7524572363498,1373.3846822363496,4.856267428111155,0,1688400,3983418,5671818,125.88244522692257,NA,1287.543970904046,1232.342720465062
320030058252,18,2006-05-29,1135614.171555105,1998.7777777777778,1,352092.44444444444,449085.6666666667,801178.1666666666,620.7887666666667,NA,7025.798505581013,6405.009738914347,2.90143079421081,0,392175.32115987316,442358.73375097354,829948.6241016757,544.1881076462828,NA,6174.286301430907,6177.052269366419
320030058253,13,2013-02-07,6959886.5434871,1997.3076923076924,1,513072.1538461539,668188.7692307692,1181261,528.9440153846153,NA,10995.007469288294,10466.063453903678,2.1363760352762253,0,381716.1757660715,449093.53421237203,811519.290920637,766.9539255770071,NA,10339.884169464538,10372.232422300853
320030058261,2,2017-05-01,20693039.95401185,1998,1.5,2704800,3299557,6004357,8183.0036,3.30708,0,-4146.7773,0,0.7071067811865476,0,0,0,11259.829225000045,0.7974467435509407,0,5551.743250733069
320030058262,17,2016-02-17,15083650.53823281,2003.764705882353,1.0588235294117647,1572948.705882353,2075556.9411764706,3648505.1764705884,2607.063629411765,4.416014117647059,18056.13702400018,16383.647394588419,3.133077795170148,0.24253562503633297,1618074.8596312597,2390397.8940487206,3984108.5418823343,7581.510774343006,0.8647194232745298,21198.45066540798,21866.157864583478
320030058263,16,2013-05-02,3431518.3425902557,2003.1875,1.125,391521.375,746721.125,1138242.4375,2150.11824375,NA,7587.862439697087,5876.969589697087,6.431368439142637,0.3415650255319866,255180.6809748405,645353.0191094767,839280.9860179898,2621.6924397496637,NA,4914.761073059246,4242.081252326096
320030058281,4,2008-03-01,231.7611978611172,2006.25,1,0,0,0,160.600875,NA,4299.788674621359,4139.187799621359,0.5,0,0,0,0,321.20175,NA,5535.021019986039,5219.483590659426
